prot_rh20,prot_tess,power,Tmag,snr,status
2.77,2.786038464431684,0.8967794246291944,13.1048,47.492328081186415,match
1.78,1.754682416853542,0.8957433937117176,12.567,52.57699698042966,match
3.74,3.872238098557189,0.8903954957725517,13.1252,44.27891501153741,match
2.29,2.287579008050071,0.8872723735366639,10.3878,48.060694911624026,match
5.99,6.090221442666081,0.8847476396462111,10.7369,44.970466086294216,match
5.68,5.603691749041759,0.8820185054985928,10.2516,42.89242166316695,match
6.67,6.664867134545018,0.8819408872425217,11.1051,42.50449462016756,match
2.46,2.535658047878774,0.8816518286109176,12.8782,45.70262101078243,match
5.71,5.682503963586151,0.8815908674680822,10.1164,55.13233731283721,match
7.87,8.045036565056838,0.8808338238579319,10.8002,28.512798653628405,match
4.56,4.4379206358716266,0.8736393349132536,12.8021,34.715492317414366,match
3.98,4.128641498216409,0.8711693863315718,10.1298,39.11430167716711,match
7.8,7.814741876494584,0.8711110744217155,11.9187,29.51453509683981,match
1.66,1.6572327747574405,0.8707054151629542,12.0144,48.05850993246131,match
3.99,4.355632215449146,0.870299868691492,10.3042,46.76458309168572,not_recovered
5.09,5.19715608774966,0.8693372656265241,12.4571,38.22430072181212,match
1.34,1.3288841845918324,0.8689729741582585,14.3162,40.99538597742844,match
7.3,7.5659664294712465,0.8679733581312029,11.99,48.15044341968185,match
2.5,2.5407605588712814,0.8652151789530448,13.1743,46.752497438574665,match
5.41,5.337208185224324,0.8646560569344078,12.8004,27.80494986608036,match
7.39,7.663551401869158,0.8646353384663582,12.8073,34.83953732494351,match
6.58,6.565232805483337,0.8639833352413394,13.0212,27.5124421814913,match
1.5,1.4936548905737483,0.8618365669326171,13.1047,42.01845447786837,match
6.14,6.328710164326602,0.8612138876821074,10.998,32.607458006744984,match
3.6,3.5181989455852314,0.8607479359728344,12.5155,43.400126788474026,match
4.15,4.130329727519423,0.8604315475452033,12.9203,37.05034045106359,match
3.81,3.726522672390663,0.8579588734030784,12.8131,35.88844861656389,match
2.43,2.445417730434017,0.8577015251555963,12.8923,34.35007161200288,match
9.13,9.275011477941485,0.8553889852088465,13.7354,23.56969363218745,match
2.51,2.506400785012576,0.8544891455110047,12.5275,57.20317468034639,match
4.83,5.007774647887324,0.8528358081244368,11.2572,34.79607631645904,match
3.9,3.934838424081452,0.8526286494081166,13.2834,33.08106659868376,match
5.78,5.595930598574702,0.8526037100055311,11.9092,30.180816541416927,match
6.55,6.792602781598655,0.8515643706365702,12.3076,27.743935801060186,match
8.62,8.821404469850343,0.8512679663320468,10.6933,36.50278562367206,match
4.32,4.425282778397324,0.8504004555177557,10.4366,39.662625081524034,match
1.54,1.5303142990937386,0.8495168577635399,13.3503,40.16762737746453,match
7.2,6.75399671752477,0.8487283454153646,11.4247,38.43665203887919,match
3.17,3.154517708850877,0.8486597953318725,11.7362,58.96955727282918,match
3.03,3.021469264551919,0.8469433663876192,12.9968,47.15752615223939,match
4.57,4.686010712327611,0.8469373683657657,11.6386,38.98387696440006,match
8.52,7.956319369853205,0.8453831120225995,11.848,26.70802388552169,match
4.95,4.851435432813012,0.8445660272042274,12.3476,44.81185578922606,match
6.52,6.462325878965888,0.8444831980065866,12.52,34.83989131974341,match
1.83,1.826715988491574,0.8440253031248667,11.7052,40.90490886817748,match
4.21,4.136249418334108,0.843283935038594,13.6276,34.08671915904513,match
7.69,7.863411181882519,0.8431908647561983,11.458,42.626446986387016,match
6.3,6.506031151188663,0.842592862213915,12.4064,20.712302078984685,match
3.48,3.4692603116120773,0.8420276960714619,11.0195,44.23322468020647,match
6.16,6.204316386073652,0.8415701256907632,13.2164,30.151151306767744,match
15.83,14.408351163846202,0.8414016166080548,10.6931,24.572930135792177,match
5.69,5.671337059439042,0.8408832535912397,13.905,23.88674135630165,match
5.41,5.29523900300243,0.8405941476962889,13.47,32.287465345040346,match
1.85,1.8330143856407544,0.8398441421946568,12.5775,38.17487255105771,match
9.36,9.279271755470186,0.8390404796630968,13.8361,33.2611201312227,match
5.7,5.78999478895258,0.8370313244522882,13.3665,27.2408141402137,match
15.05,3.869271486279426,0.8364617364904332,14.2103,32.47342434668754,not_recovered
5.54,5.628672745694023,0.8357790871107413,12.2562,37.01943400048832,match
3.65,3.605477496187169,0.8354571976484193,12.3051,52.27775634535016,match
16.56,15.538773512341796,0.8354451216978142,12.5346,8.687247377438853,match
1.97,1.992468394154039,0.8352532711570478,13.7307,34.75847314649579,match
4.25,4.314700114556433,0.8342301613320672,10.5587,36.668701586541005,match
3.23,3.136884007848562,0.8337927126847943,14.3954,32.92872793212916,match
1.69,1.7027700088119229,0.8331273093338923,13.7328,35.292450439781305,match
9.43,9.54225352112676,0.8328040189702437,11.5331,31.494708528650445,match
1.87,1.8790482149802976,0.8314660907264807,13.4308,42.61959658098307,match
6.5,6.4294187425860025,0.8308755534154534,12.6227,31.41927388450102,match
1.77,1.7571243318467908,0.8308234683016797,13.0306,40.10374592800386,match
7.87,7.580161004229772,0.8301612799020492,10.4348,35.723481664382454,match
3.65,3.6557158602990767,0.8299926138626028,11.7367,44.42586263915508,match
19.16,20.0,0.8284324789872356,10.5324,19.583326949874152,match
1.96,1.971468620805905,0.827670731343413,12.7623,34.8975388831292,match
9.63,9.70732133496418,0.8273435900984981,10.3719,20.938275354065237,match
8.51,8.829115181373911,0.8272881702500151,10.8199,32.533402271899746,match
2.67,2.698580397585826,0.8272456483289377,13.0115,41.20124190236664,match
3.47,3.454429572976418,0.8251064827219295,12.173,51.38250979153453,match
5.3,5.566633266533066,0.8249233515800675,11.4031,45.57795980632386,match
2.29,2.267042092591459,0.824007547197827,12.6677,43.41390205826295,match
8.8,8.906970219247263,0.8235498723239791,10.7906,24.12481739541218,match
3.29,3.3084699331516965,0.8229529991836907,10.9176,59.33574127591802,match
13.53,6.556709547975923,0.8223357255641778,11.4381,24.01470300429061,alias
8.87,9.245298718588783,0.8222260097891486,12.2937,23.323521258637296,match
8.72,8.990209563880573,0.8217840475487238,12.3137,22.172497682073605,match
2.82,2.778375134405241,0.8217703689971739,12.3337,64.93803758212088,match
6.76,6.727008536659199,0.8217219820642707,10.8057,30.33342228084739,match
11.03,10.49940940231514,0.821615681382535,10.1795,26.469345145520634,match
7.65,7.796645849414077,0.8212651050369573,11.3662,28.10465059425429,match
1.29,1.2989776294330488,0.8205258594588353,13.2399,44.126759180749374,match
4.2,4.384940210742334,0.8202519596302885,13.7257,37.22259828247213,match
10.27,11.068938035465232,0.8201032559041936,11.4023,29.55179311817941,match
3.99,4.066314113707479,0.8191369029745823,14.0119,19.31433398927709,match
1.67,1.678018575851393,0.8186467997593866,11.9981,34.34793008772217,match
6.52,6.546086546675699,0.8182694944540115,10.9616,28.947518182758152,match
3.09,3.0875038208241867,0.818180127231795,11.2287,38.74030665769568,match
1.88,1.8625897893669272,0.8180119198335897,11.2905,52.45307523298562,match
8.92,8.852328406963311,0.8161222238517258,13.412,19.941309860696304,match
4.19,4.169543680576403,0.8160204414552301,13.5831,32.52224505875032,match
1.7,1.6575047177199798,0.8151545689527597,13.8545,48.7291097525356,match
2.11,2.112919788536873,0.81397774588802,13.1627,37.18729140239027,match
4.31,4.26820835894284,0.813542447938849,13.1669,40.34134354629527,match
7.38,7.4542953943175325,0.8106848833389326,10.026,23.075999389819067,match
2.49,2.48329347607447,0.8097448501998584,12.8106,41.418857334351735,match
2.64,2.6732268309113656,0.808979814140396,12.5517,55.07815292434584,match
7.84,7.637475941710201,0.8084814173908959,12.8186,19.57301626428153,match
7.29,7.386159675596622,0.8084417008948508,11.311,42.16150480153179,match
9.13,8.714851562806384,0.805997733637539,10.8642,21.86522267372959,match
7.33,7.153388057299211,0.8043946217459892,11.6786,26.92452625700261,match
4.27,4.387797413367558,0.8030298995233558,12.8601,38.43187770375125,match
5.97,5.813320776434887,0.8025144641479786,10.3668,29.17665437041446,match
1.61,1.6006396219891663,0.8014369306995361,13.3443,37.0739526568564,match
8.32,8.035436629904176,0.797945932935863,11.6869,34.439971520684914,match
3.7,3.748650472334683,0.7978700873692401,14.0846,26.803422105697432,match
9.46,9.395797217876622,0.797657034470025,12.7125,19.592957009702285,match
6.84,6.8548337343451164,0.7966881290308216,11.1072,40.98115945456338,match
2.87,2.944832429996952,0.7959271276414684,11.6174,57.49997076739633,match
8.95,9.300631984263172,0.7955716794857027,11.5824,15.742326507896978,match
7.92,7.534924725349246,0.7954104700828037,11.2853,26.246787081655164,match
1.96,1.945833296848594,0.7948748469187967,13.1268,46.14160008607648,match
5.78,5.585101035488086,0.7944913400833846,12.4271,27.53004613253369,match
4.39,4.365043509006266,0.794324325682127,13.642,30.20229869914517,match
7.95,8.61818886949777,0.7942903311444127,10.9333,14.639190548210545,match
12.18,11.690251985901414,0.7939279365691467,11.8554,18.265364262272115,match
9.12,8.910899029593391,0.793712057576531,12.0825,19.534928769206992,match
4.66,4.688185654008438,0.791978055978961,10.654000000000002,54.48424362113883,match
4.16,4.086879758708205,0.7917042229342163,10.6376,59.4565029028621,match
7.98,8.235250518825971,0.7900019145616414,12.9659,24.68789822746556,match
2.4,2.422253954066339,0.7889203913782677,13.1527,40.068712749261785,match
5.81,5.619278814545087,0.7885105148452223,11.0706,46.87345732772202,match
10.9,9.88303313319991,0.7879335677211813,10.8548,21.27724192065564,match
9.89,10.49940940231514,0.7871640773860183,12.7007,18.75514756329118,match
9.37,9.287804062526122,0.784756680048727,11.6109,23.816693789023788,match
3.32,3.4692603116120773,0.7846929186140233,10.3917,42.55215081230796,match
8.03,8.245334124893326,0.783467635636952,10.3863,28.3315091858018,match
4.58,4.614298469652608,0.7820669681241232,10.8016,31.14263924651696,match
7.84,7.120610099974366,0.7817325565595333,11.9754,33.164320160037235,match
6.76,7.120610099974366,0.7817325565595333,11.74,33.164320160037235,match
11.16,10.937100108278374,0.7816354099084977,12.1439,22.032871508500435,match
5.01,4.924761208252997,0.7813776574789919,12.0707,44.32136068801367,match
8.14,7.663551401869158,0.7797480135739572,11.4441,33.47945618927584,match
5.59,5.97140860966303,0.7788188912104409,11.475,26.320470965693172,match
3.07,3.056671251719395,0.776977923209342,13.2599,25.35213846202444,match
4.44,4.507230797314565,0.7762654984481061,12.872,49.058469005183625,match
6.53,6.454067555400656,0.7756332251259526,10.8754,38.694514115779015,match
5.76,5.874173936029606,0.7721550788552027,12.5603,42.64767570439516,match
8.45,8.22184401361551,0.7708523157260272,12.3439,21.19566431532796,match
6.68,6.8828594437217365,0.7702326208048846,10.2795,39.35370059124027,match
10.52,10.30657205138908,0.7701154729912517,12.9835,20.301820433919183,match
11.19,11.285358793357371,0.76934946288454,12.0426,15.704906379893352,match
5.04,4.942835535388585,0.7690561111718965,11.5948,29.24822754578568,match
12.55,13.177182163187856,0.7686577660299783,11.6193,14.538430257446908,match
9.53,9.373998143929809,0.7672394094200007,11.8429,18.30299955728061,match
2.55,2.528358990112753,0.7666392866878114,12.6765,31.643592783254064,match
7.39,7.465313938253771,0.7652860382315776,12.983,23.54832518092724,match
3.32,3.3663576319457067,0.7649963968351378,14.2021,31.132720072804943,match
11.91,10.919365141762077,0.7642169667594204,10.3883,27.23111164159556,match
9.94,9.912128105624694,0.7641496187218113,12.7207,15.049238625905886,match
10.75,10.060210964733578,0.7632736810754231,11.5688,15.923238691115948,match
7.16,7.292835811099078,0.762973378311383,12.8257,15.254235692500089,match
11.0,10.92527040314651,0.762548304907545,11.9834,17.983391342754775,match
5.06,5.304972665854997,0.7614229789663416,12.4692,28.85537749608134,match
7.21,7.232782189819034,0.7608266006269925,14.7698,17.970456385363267,match
3.6,3.567907775797569,0.7585516908729655,13.0245,28.181846199352023,match
7.67,7.407827188479232,0.7580893467713489,12.6615,22.24190766660361,match
3.0,2.974753018660812,0.7578223122326195,13.0215,34.29816889380758,match
10.58,10.080290315264232,0.7576692757407949,12.1233,19.488128484998622,match
10.38,9.951188930186737,0.7572371436066409,13.8585,16.73826417679973,match
11.31,9.916993930739022,0.7572114221933653,11.7146,21.142515822729354,match
3.1,3.076688772896562,0.7570454046377639,10.4395,47.96414282803608,match
9.4,9.408925395884497,0.7569800314540243,11.5793,19.133306576905035,match
2.51,2.595270072992701,0.7563429132998996,10.6507,54.50696016255764,match
9.43,9.01830282861897,0.7560083029889019,12.1845,22.439633774704927,match
5.98,5.865646034050416,0.7557068809049808,11.0435,24.11843654849829,match
1.5,1.5036606985776728,0.7547030857544933,13.9904,28.185069896280627,match
6.99,7.090619017230376,0.7535809602310002,10.9442,26.15481382003735,match
9.45,9.279271755470186,0.7534009659234241,13.6052,19.09858712863861,match
4.96,4.996627242883482,0.7523539642196589,10.4363,30.46029006779628,match
7.33,7.678114850390436,0.7518817058195414,11.5467,19.136849423660745,match
5.59,5.785020696118501,0.7513883428463675,13.6348,20.672675637506497,match
10.27,9.711988112407672,0.7510660538509344,11.9223,16.543779972608018,match
10.99,11.253924845538336,0.750664959381352,12.0086,16.539931495844975,match
5.6,5.462769487942181,0.7488609232143437,13.2068,24.396224163457607,match
8.33,8.27912521888156,0.7483678849785453,12.1954,19.907511435972083,match
9.46,9.56484311109198,0.7470937941652297,11.5004,18.82737225013052,match
8.91,8.829115181373911,0.7469832353835204,12.9315,18.951575852141247,match
7.91,8.403100775193797,0.7466906625800425,11.9579,18.02902360366821,match
25.28,1.21873234724713,0.7448382741041832,14.75,35.61180767530084,not_recovered
4.98,4.912784913669223,0.7448312824400206,12.8803,36.31957503506765,match
1.96,1.9685869440039687,0.7445287707388321,13.5613,44.830033270461634,match
3.64,3.657701550515192,0.7441288062630897,12.7881,29.836721122356888,match
5.55,5.540678684518911,0.7440569043509193,13.6815,18.499815400032773,match
21.42,20.0,0.7439555852979193,10.2206,15.561123783955928,match
9.5,4.732112436115844,0.742163376962574,10.0004,29.32612105911767,alias
7.85,7.731004731422209,0.7418215353170019,11.5629,25.770431883472007,match
3.88,3.743093922651934,0.741632675677475,12.2614,43.84050281332856,match
2.76,2.7914279971862124,0.7410989748535405,12.9817,39.424279165264565,match
3.44,3.48963567839196,0.7410785369295074,10.6613,22.96545142370472,match
1.82,1.8043635359744064,0.7404492748423863,14.128,29.72313470876941,match
2.74,2.7159950622716,0.7388323295162388,13.7291,30.020734200992266,match
6.49,6.350594421582076,0.7371566202774822,12.0167,18.76345666538576,match
8.94,9.33932924266622,0.7363693630991289,11.5672,21.365093388995117,match
9.94,10.156307129798902,0.7357746822824218,10.7058,17.027200963568006,match
15.44,7.277073713855323,0.7356652677810275,10.0334,23.49459014122537,alias
4.59,4.620630861040068,0.7351806707089578,13.0702,27.40120640457213,match
5.4,5.111678513100085,0.7348890715068522,11.7773,35.77268214480633,match
10.88,9.878200568990042,0.73399718095546,12.5256,17.171387702353055,match
13.3,6.880515218131714,0.7338317987243107,12.4461,15.890123141370726,alias
1.54,1.5602159672538596,0.7332595248731616,13.0661,32.18168034456918,match
1.32,1.313333687936975,0.7328659842546005,13.0404,34.39748745237119,match
6.09,6.035634743875279,0.732829687646555,12.293,22.64434491966353,match
8.22,9.749484490852454,0.7326335294023377,11.7605,17.757847737860097,not_recovered
6.12,6.172091989778913,0.7324687750161907,11.3422,23.39100618073248,match
9.32,8.821404469850343,0.7320536275996663,11.8286,21.58105690712421,match
7.26,7.261379603306864,0.7303094383845432,10.1651,21.365728849477588,match
10.93,10.34351145038168,0.7300283465562587,11.8596,22.701865101799378,match
6.19,6.2523211974565305,0.72979796277506,12.1236,25.17105048391505,match
4.31,4.199009863572805,0.729741947851207,10.97,32.02117300934474,match
4.98,4.658993228085624,0.728366212985813,10.2801,30.200715202076317,match
8.82,8.998218334953028,0.7282875932562963,11.1433,30.239377265702068,match
6.21,6.1141835190535145,0.7265531087977445,13.1459,22.287005268384405,match
8.84,8.737467070341681,0.7261818833872975,12.0394,21.528467230495707,match
3.1,3.149599603146481,0.7257405260579051,13.2497,31.5985749779175,match
9.71,10.434333474198244,0.7247876513303196,11.9214,15.972516293977334,match
5.47,5.511955551145946,0.7245367878145755,10.4601,51.246910399669055,match
22.55,20.0,0.7244525564211116,11.7366,13.611363292689038,match
5.62,5.644399288798578,0.7240577141785116,11.6528,24.619821353141337,match
13.61,13.395623606003978,0.7227535844832427,11.7873,22.20729898957664,match
3.07,3.0401116340155414,0.7224693822937908,12.8887,25.77226261520532,match
3.02,3.106494813655045,0.7214777590224284,11.6995,36.0714963054766,match
3.97,3.881165292720413,0.721074141901082,12.3093,24.368640321677333,match
9.59,9.470678486191613,0.7204313425245579,13.4961,14.477203990762684,match
5.63,5.80496852224341,0.7199476458076337,10.6539,49.10456365470036,match
8.91,9.811037527593818,0.7197678498372556,11.4265,20.180100546731943,match
5.09,5.464247073866431,0.7188119942452048,12.2941,16.993833270809095,match
11.96,11.406426444923518,0.7170881038955846,13.1778,16.217649891878086,match
9.31,8.57065720456649,0.7153332521708464,13.0289,12.097567255904009,match
10.62,9.120085364852663,0.7153242635041769,10.066,20.694741748408312,match
19.07,9.373998143929809,0.7138709494450418,11.296,17.541338687603776,alias
8.69,8.926648991724912,0.7138435251430283,12.973,16.44639404263355,match
20.46,20.0,0.7115008760751553,11.7697,13.13292478756239,match
7.69,7.683955739972337,0.7105925243174673,13.4973,19.23464152410805,match
7.33,7.27969599685514,0.7097301760749282,11.3825,22.08753810294324,match
11.06,9.21577572263924,0.7096616488158339,11.2058,17.884726669897486,not_recovered
5.72,5.688904817981671,0.7089993790301362,11.1944,28.821100628359343,match
10.36,10.391395838204348,0.7074624713389019,12.5548,18.50725466816657,match
3.03,3.050210009059214,0.707030012854574,10.0039,31.73629819139222,match
11.87,11.42578024577099,0.7052884190252846,13.1609,15.248719073950786,match
9.51,9.360967184801382,0.7049786394096856,11.5132,19.41894431976054,match
9.04,9.287804062526122,0.7047631627309064,11.175999999999998,18.133302648467197,match
6.53,6.221512962651884,0.7044280630767564,14.0301,15.041609952624354,match
4.68,4.942835535388585,0.7031533839598141,10.7699,18.133537700408937,match
3.34,3.653071624665056,0.702926724523576,10.077,32.108315223942924,not_recovered
7.39,7.568801089918256,0.7025815926600499,11.5143,29.91700540802494,match
4.47,4.399263555916299,0.702207846241836,14.1669,31.86616402287616,match
1.69,1.6977614791045914,0.7021586396437178,12.8673,33.8518583791587,match
8.0,8.135754558102072,0.7000859460709264,12.6777,28.14417937399062,match
14.43,7.250954416419225,0.7000660159523383,11.9842,19.045868728575893,alias
4.89,4.854933146902035,0.6996724904195099,13.9959,18.765025822448955,match
7.73,7.872604244163389,0.6985603499890536,10.9914,22.037584808873287,match
8.08,8.20848108747045,0.6984378636134545,12.3513,17.99354644333391,match
6.44,6.33466362599772,0.6978900590146259,11.7818,24.671288600304475,match
3.72,3.663007285794349,0.697304788232823,14.7869,19.77428634273469,match
4.73,4.549865891361765,0.6961465110884156,13.5066,12.60340344345257,match
9.4,8.84457711442786,0.695955845413758,12.0573,17.42187839007699,match
6.09,6.02663195291948,0.6958416282429521,12.3093,20.258144189737983,match
8.72,8.771611273387542,0.6948537567778507,11.8109,20.86704082715953,match
7.86,7.857294392192914,0.6941472764103533,11.6627,31.1388677507872,match
12.42,13.603085210577865,0.693297994253444,11.6476,11.350040768067824,match
10.59,10.080290315264232,0.6929166744359997,11.8882,17.17630952430871,match
10.09,9.656281232346933,0.692325583273377,13.5543,17.21255733879175,match
3.95,4.050010023875048,0.6918401813705173,11.0799,24.53430835625537,match
11.29,9.343648824790815,0.6909067869723311,10.8868,13.9556243387086,not_recovered
6.11,11.576370077099394,0.6902800532615637,11.7058,18.294654499272244,not_recovered
23.08,2.504536386894632,0.6897714728054156,14.1478,43.63470308676859,not_recovered
1.32,1.3670113620285558,0.6864045531860367,10.3465,41.50848621322066,not_recovered
2.79,2.750383682360513,0.685865806478523,12.6775,30.85640224271193,match
8.1,8.505703130980631,0.6842929002615216,12.4969,14.9138627941673,match
6.45,6.792602781598655,0.6840103361081923,13.0102,33.007397963907245,match
9.23,9.373998143929809,0.6829328293936932,11.1028,15.981591806137594,match
10.08,10.275119064132795,0.6829230027227255,11.8558,13.91391149117866,match
2.56,2.2896531827642344,0.6818380258472967,14.3579,27.26241448187623,not_recovered
12.17,11.1299208654713,0.681491860665522,10.4313,19.096885379683396,match
3.39,3.397495680890424,0.6797926612101436,14.1423,18.07418826230436,match
8.9,7.845089317235048,0.6789168845948007,12.6529,14.25246188820664,match
3.36,3.459754009030048,0.6787012281036865,12.8839,23.15584562918512,match
4.72,4.613244758148224,0.6769851674191916,13.5691,18.45013161785897,match
30.53,10.130841121495328,0.6763355318189458,11.1553,9.888289743074834,not_recovered
2.36,2.3817026247816258,0.6756725441492779,13.5792,29.96957560936091,match
10.25,10.146105378504243,0.6756107659030971,12.045,16.722352966340928,match
7.17,7.1737095264228286,0.675286344810691,12.5006,16.581851976988982,match
9.37,8.832975594244374,0.6742994254626719,12.7446,15.349530148630151,match
4.32,4.244890162368672,0.6742233087899888,11.661,21.24887254926098,match
8.73,9.31349538977368,0.6729635855643806,12.2107,13.49284992203799,match
2.5,2.5407605588712814,0.6725656522806266,13.4427,26.160746101218532,match
2.34,2.324160940457888,0.6713506986964359,14.2936,22.7538764467329,match
12.87,11.43224611585554,0.6713294220478142,12.6511,13.79561816832186,match
8.52,8.313194418465452,0.6713264477508418,11.1751,16.82311509357462,match
8.63,8.760200260180548,0.6708945112394019,12.5959,17.553966035763807,match
8.01,8.22519154606359,0.6707562785420135,12.673,17.664832895951626,match
9.19,8.760200260180548,0.6706958876182438,11.025,21.22150361023858,match
5.19,5.209217281230221,0.6703352184912621,13.6367,37.77078046144918,match
9.12,9.01830282861897,0.6691598181521461,11.7476,32.039624924893786,match
9.23,8.714851562806384,0.6686271215998626,11.2089,32.63039228297451,match
8.73,8.91876705731257,0.6679126931314411,11.8057,14.16494891534639,match
2.92,2.870354822459603,0.6672705404795872,15.1428,15.568327708849958,match
8.74,8.516460353351473,0.6671320337639172,10.3836,18.18631212095249,match
9.3,17.550150055283524,0.6669059011774378,11.3555,8.743516375905259,not_recovered
19.04,18.397218312774235,0.6666423081387498,10.2691,11.4674829165508,match
16.01,1.5326362833811518,0.6663725247682631,13.0913,32.801482882137435,not_recovered
5.99,5.540678684518911,0.6655021630821643,11.1977,23.65356339162688,match
19.02,20.0,0.6650171464990714,11.3031,13.62783036566379,match
13.6,13.68602574367186,0.6648349302007628,10.6521,14.9736788802808,match
10.13,9.892712460490584,0.6648206976660199,11.7696,18.7732337987274,match
13.43,13.24630424415832,0.6641654595113939,12.6736,12.070152672102134,match
8.07,7.5659664294712465,0.6637713891997893,11.205,36.24979429014227,match
4.91,4.983069850880143,0.6633296651811939,12.6507,22.0419127450115,match
2.91,2.931584918603731,0.6622465544359466,11.6831,32.55423468124749,match
6.37,6.603863298662705,0.6621170425114498,11.7331,18.295282074771585,match
6.47,5.623971857363399,0.6614086355323113,12.5514,40.39114905618586,not_recovered
12.42,12.340071079520213,0.660788777165654,11.6406,14.988170363753175,match
13.72,7.1915857605178,0.6603740964956875,11.0403,21.69112969210541,alias
3.23,3.200495441648784,0.6587215438232259,14.2493,24.00801438843197,match
1.31,1.2973092887625297,0.6585127534145951,13.4595,26.89221558300858,match
5.09,6.944374999999999,0.6581899416635271,11.8881,18.852615630657425,not_recovered
8.51,8.666250682474066,0.6579232320618416,10.9112,18.52442669675437,match
3.68,3.695843797295724,0.6579039012956709,13.5542,26.384396284518147,match
4.29,4.309177994531598,0.6575181593776251,11.7279,37.48638141644728,match
6.19,6.541846978127117,0.6561261742663178,11.18,26.21561479668973,match
14.59,17.221016738995658,0.6554474430977955,11.9753,11.252162331690265,match
6.72,7.308666337773392,0.6547999744259805,12.0915,17.095432660139526,match
27.08,20.0,0.6543821794274884,12.0077,12.951225530652271,match
1.67,1.6716314617560326,0.6543667397838804,13.3496,42.28077360779034,match
8.96,8.922706283878739,0.654192245659153,13.1685,8.483328765260962,match
3.66,3.72996290514796,0.6541306218769967,13.8262,25.17652012278229,match
9.36,9.07094456690342,0.653964192959367,11.6914,15.401431513182942,match
10.59,9.422090311638753,0.6534704130224058,10.9221,20.81939506557045,match
17.34,8.077202675196277,0.6533586968885188,12.6944,17.187064943831096,alias
23.71,20.0,0.6523376978996548,12.1511,9.1166359538175,match
6.11,6.103100711323501,0.6519707018629121,13.1311,29.632619717248456,match
2.33,2.3346360732896283,0.6515519740769872,10.042,44.72389649203868,match
6.04,6.003349902744758,0.6514142636426856,12.4542,21.24358626269902,match
2.83,2.798388112328422,0.6506007547260823,14.4478,21.733754257461587,match
4.36,4.383037475345168,0.6500803353719886,10.188,36.005303995399586,match
1.48,1.4877150699605006,0.6493180188297469,13.6085,34.64139045682667,match
2.43,2.4374513266570874,0.6465223735046389,14.358,21.53117189011952,match
8.79,9.034435093710616,0.6464838606913411,13.3836,25.03715919168245,match
2.77,2.7937441854617684,0.646409034671335,13.9118,34.0293635521016,match
7.24,7.27969599685514,0.646068915247461,13.6911,14.995815536004176,match
7.85,7.44879831059565,0.6460600578764211,12.4623,17.848141605932327,match
22.63,0.227438810956201,0.646044400388492,16.1259,29.503682613414224,not_recovered
3.55,3.5133041374839924,0.6457167910636478,15.0747,21.18950882032185,match
6.77,3.229660204051972,0.6454995296522589,11.9536,17.185879260769923,alias
8.56,8.867871822498902,0.6454825096825424,12.2918,19.0827792546793,match
7.74,7.994100294985249,0.6453526875990824,12.6462,29.483554263188363,match
13.52,13.36902899771387,0.6446167977195132,11.9769,12.166583587976302,match
9.48,8.903044871794872,0.6442420137614187,11.2135,18.20815729358241,match
14.28,14.195732720071549,0.644103964296239,11.5822,14.001298126375405,match
5.43,5.273124199136253,0.6427167859222591,12.7606,19.64596360766513,match
